image,best_DEM,same_DEM,version,split,disaster,country
nepal-flooding_00000031,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000436,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000078,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000086,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000444,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000416,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000035,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000517,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000153,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000172,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000346,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000510,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000539,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000582,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000347,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000351,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000327,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000110,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000429,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000072,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000242,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000456,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000598,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000291,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000594,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000574,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000451,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000105,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000138,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000123,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000305,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000294,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000201,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000519,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000236,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000065,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000398,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000127,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000230,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000126,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000142,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000093,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000273,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000043,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000411,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000583,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000275,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000423,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000616,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000566,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000532,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000055,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000380,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000509,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000258,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000228,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000567,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000357,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000559,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000391,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000328,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000027,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000185,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000054,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000285,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000606,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000325,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000421,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000253,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000128,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000135,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000493,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000400,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000310,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000117,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000204,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000278,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000268,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000408,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000454,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000573,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000120,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000244,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000154,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000241,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000617,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000147,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000187,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000425,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000362,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000523,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000545,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000359,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000062,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000315,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000334,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000353,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000560,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000596,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000174,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000455,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000479,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000480,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000295,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000227,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000226,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000279,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000333,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000270,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000122,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000428,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000581,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000562,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000167,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000229,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000298,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000521,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000243,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000602,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000199,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000419,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000209,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000216,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000108,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000445,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000132,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000536,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000401,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000264,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000041,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000124,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000587,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000058,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000547,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000526,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000361,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000321,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000435,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000448,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000255,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000191,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000186,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000274,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000474,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000112,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000037,30m,30m,original,train,nepal-flooding,india
nepal-flooding_00000332,30m,30m,original,train,nepal-flooding,india
hurricane-florence_00000048,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000472,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000080,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000088,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000259,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000436,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000461,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000186,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000478,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000055,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000114,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000462,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000494,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000468,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000523,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000171,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000481,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000018,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000111,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000480,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000465,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000149,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000220,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000488,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000216,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000452,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000210,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000078,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000052,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000381,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000503,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000433,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000072,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000267,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000112,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000127,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000124,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000100,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000390,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000475,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000101,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000132,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000126,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000150,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000514,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000181,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000505,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000476,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000034,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000375,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000538,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000409,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000423,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000159,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000379,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000482,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000147,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000520,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000145,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000070,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000130,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000445,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000391,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000167,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000022,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000119,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000172,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000479,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000322,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000378,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000109,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000174,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000402,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000366,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000311,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000276,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000495,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000205,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000464,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000473,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000453,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000407,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000242,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000269,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000400,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000506,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000090,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000120,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000086,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000513,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000469,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000359,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000180,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000411,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000131,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000083,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000361,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000234,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000049,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000179,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000198,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000255,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000192,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000123,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000151,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000245,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000239,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000209,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000427,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000148,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000386,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000437,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000197,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000446,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000160,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000413,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000268,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000097,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000369,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000122,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000144,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000490,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000157,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000504,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000252,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000483,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000141,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000128,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000062,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000396,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000134,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000449,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000107,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000203,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000222,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000487,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000507,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000211,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000518,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000271,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000221,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000460,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000108,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000208,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000491,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000125,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000447,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000422,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000082,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000248,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000287,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000412,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000395,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000454,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000419,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000105,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000218,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000143,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000065,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000394,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000499,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000432,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000501,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000410,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000414,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000434,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000536,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000442,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000329,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000415,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000193,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000508,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000459,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000471,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000448,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000484,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000470,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000401,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000429,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000029,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000168,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000420,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000137,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000183,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000136,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000195,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000425,10m,10m,flipped,train,hurricane-florence,usa
hurricane-florence_00000188,10m,10m,flipped,train,hurricane-florence,usa
hurricane-harvey_00000484,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000143,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000314,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000501,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000254,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000177,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000162,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000007,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000053,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000108,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000416,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000488,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000433,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000266,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000065,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000031,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000203,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000099,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000109,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000070,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000037,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000365,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000312,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000036,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000300,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000153,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000478,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000341,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000439,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000117,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000421,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000208,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000263,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000274,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000222,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000393,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000486,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000189,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000387,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000186,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000451,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000255,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000185,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000372,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000114,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000369,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000306,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000092,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000221,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000392,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000211,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000509,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000030,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000476,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000066,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000026,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000225,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000520,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000438,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000347,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000103,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000200,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000295,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000339,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000029,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000503,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000391,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000207,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000419,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000062,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000296,01m,10m,flipped,train,hurricane-harvey,usa
hurricane-harvey_00000235,01m,10m,flipped,train,hurricane-harvey,usa
